"game"|"show"|"date"|"comments"|"first"|"last"|"occupation"|"from"|"final"|"coryat"|"right"|"wrong"|"round1"|"round2"|"round3"
5243|19|1984-10-04|"Elise Beraru game 4."|"Perry"|"Buck"|"Law Clerk"|"Portland, Oregon"|5|3700|9|2|700|3700|5
5243|19|1984-10-04|"Elise Beraru game 4."|"Elise"|"Beraru"|"An Insurance Underwriter"|"Los Angeles, California"|8300|9900|26|4|3300|14100|8300
5244|21|1984-10-08|""|"Diane"|"Mccain"|"Student"|"Van Nuys, California"|5800|5400|16|1|3000|5400|5800
5244|21|1984-10-08|""|"Kevin"|"Conway"|"Computer Marketing Representative Originally"|"Detroit, Michigan"|4595|2300|10|4|500|2300|4595
5244|21|1984-10-08|""|"Joel"|"Davidman"|"An Investment Banker"|"Encino, California"|-2000|-1000|10|9|600|2000|2000
5245|7277|2016-04-12|""|"Joyce"|"Lynch"|"Water Exercise Instructor"|"Austin, Texas"|17800|9800|14|1|3800|11800|17800
5245|7277|2016-04-12|""|"Carter"|"Spires"|"Law Student Originally"|"Birmingham, Alabama"|26001|13600|19|4|5600|13600|26001
5245|7277|2016-04-12|""|"Ricky"|"Young"|"Tax Accountant Originally"|"Canyonville, Oregon"|23601|10400|19|5|7600|13000|23601
5246|728|1987-11-04|"Kate Waits game 2."|"Elizabeth"|"Costello"|"Program Analyst"|"Syracuse, New York"|2000|5900|19|3|2300|6800|2000
5246|728|1987-11-04|"Kate Waits game 2."|"Carmela"|"Izzo"|"Caterer"|"Brooklyn, New York"|0|500|5|5|1500|500|0
5246|728|1987-11-04|"Kate Waits game 2."|"Kate"|"Waits"|"Law Professor"|"Albany, New York"|13601|8300|21|3|2200|9500|13601
5247|7278|2016-04-13|""|"Christian"|"Maher"|"Fishmonger"|"Sea Isle City, New Jersey"|1|8600|14|4|3000|7600|1
5247|7278|2016-04-13|""|"Pamela"|"Stewart"|"An Art Historian And College Professor"|"Ann Arbor, Michigan"|3599|11000|15|1|5800|12000|3599
5247|7278|2016-04-13|""|"Carter"|"Spires"|"Law Student Originally"|"Birmingham, Alabama"|5199|10200|17|1|3800|10200|5199
5248|7279|2016-04-14|"Alex chokes up wishing his mother Lucille a happy 95th birthday."|"Margaret"|"Miles"|"Librarian"|"Wilmington, North Carolina"|40100|27200|28|0|13000|32000|40100
5248|7279|2016-04-14|"Alex chokes up wishing his mother Lucille a happy 95th birthday."|"Hannah"|"Gage"|"An Archivist Originally"|"Newport, Oregon"|0|5400|9|1|200|5400|0
5248|7279|2016-04-14|"Alex chokes up wishing his mother Lucille a happy 95th birthday."|"Carter"|"Spires"|"Law Student Originally"|"Birmingham, Alabama"|32001|18400|22|2|4800|20000|32001
5249|7280|2016-04-15|"Andrew Pau game 1."|"McKinnie"|"Lee Sizemore"|"Dj And Music Journalist"|"Orlando, Florida"|32400|16200|24|3|7000|16200|32400
5249|7280|2016-04-15|"Andrew Pau game 1."|"Andrew"|"Pau"|"An Assistant Professor"|"Amherst, Ohio"|32401|15600|13|0|400|16600|32401
5249|7280|2016-04-15|"Andrew Pau game 1."|"Margaret"|"Miles"|"Librarian"|"Wilmington, North Carolina"|31999|17000|20|1|10000|16000|31999
5250|729|1987-11-05|"Kate Waits game 3. Clues from this game heard in the background of the 1989 Tom Hanks–Carrie Fisher movie The 'Burbs."|"Michael"|"Moreno"|"An Attorney"|"Providence, Rhode Island"|8400|4200|12|2|1400|4200|8400
5250|729|1987-11-05|"Kate Waits game 3. Clues from this game heard in the background of the 1989 Tom Hanks–Carrie Fisher movie The 'Burbs."|"Hallie"|"Greenburg"|"Registered Nurse Originally"|"Boston, Massachusetts"|9000|4800|16|3|2600|5000|9000
5250|729|1987-11-05|"Kate Waits game 3. Clues from this game heard in the background of the 1989 Tom Hanks–Carrie Fisher movie The 'Burbs."|"Kate"|"Waits"|"Law Professor"|"Albany, New York"|10001|5900|25|6|2100|5800|10001
5251|7281|2016-04-18|"Andrew Pau game 2."|"David"|"Greenberg"|"An Attorney"|"Los Angeles, California"|17200|10200|15|3|3800|10200|17200
5251|7281|2016-04-18|"Andrew Pau game 2."|"Sarah"|"Edwards"|"Museum Docent Originally"|"Richmond, Virginia"|22601|10600|14|1|7000|16400|22601
5251|7281|2016-04-18|"Andrew Pau game 2."|"Andrew"|"Pau"|"An Assistant Professor"|"Amherst, Ohio"|32801|22200|24|1|6600|22600|32801
5252|721|1987-10-26|""|"Carol"|"Cling"|"Journalist"|"Las Vegas, Nevada"|13201|10400|24|3|2000|12000|13201
5252|721|1987-10-26|""|"Tim"|"Kozel"|"An Attorney"|"Los Angeles, California"|5200|3700|14|3|1100|2600|5200
5252|721|1987-10-26|""|"John"|"Lamb"|"Savings And Loan Executive Originally"|"New York"|10800|5200|14|4|2400|5400|10800
5253|7282|2016-04-19|"Andrew Pau game 3."|"Lindsey"|"Ziegler"|"Project Coordinator"|"Crystal, Minnesota"|4399|5600|8|1|800|5600|4399
5253|7282|2016-04-19|"Andrew Pau game 3."|"Hilary"|"Hinzmann"|"An Editor And Writer"|"New York, New York"|13500|6800|10|4|2400|6800|13500
5253|7282|2016-04-19|"Andrew Pau game 3."|"Andrew"|"Pau"|"An Assistant Professor"|"Amherst, Ohio"|40000|31600|39|2|11800|40000|40000
5254|878|1988-06-01|""|"Pam"|"Brown"|"Graduate Student"|"Stillwater, Oklahoma"|0|4300|17|2|2600|3200|0
5254|878|1988-06-01|""|"Bob"|"Palitz"|"An Engineer"|"Honolulu, Hawaii"|1|2600|12|6|600|1100|1
5254|878|1988-06-01|""|"Jack"|"Koenig"|"An Actor And Househusband"|"New York City, New York"|9399|7900|17|2|1100|7900|9399
5255|7283|2016-04-20|"Andrew Pau game 4."|"Amanda"|"Richards"|"Music Teacher"|"Macon, Georgia"|800|12600|16|3|3800|7100|800
5255|7283|2016-04-20|"Andrew Pau game 4."|"Nikhil"|"Damle"|"An Attorney"|"Torrance, California"|799|400|6|5|2400|400|799
5255|7283|2016-04-20|"Andrew Pau game 4."|"Andrew"|"Pau"|"An Assistant Professor"|"Amherst, Ohio"|18600|17600|24|1|9000|18600|18600
5256|879|1988-06-02|""|"Todd"|"Hueta"|"Student"|"Sunnyvale, California"|4000|2400|12|4|1600|2400|4000
5256|879|1988-06-02|""|"Lauri"|"Donahue"|"Lawyer"|"San Francisco, California"|5400|7900|19|1|4200|7400|5400
5256|879|1988-06-02|""|"Jack"|"Koenig"|"An Actor And Househusband"|"New York City, New York"|8200|4000|13|2|1600|4100|8200
5257|7284|2016-04-21|"Andrew Pau game 5.WE ASKED: Designer Cynthia Rowley."|"Jonpaul"|"Guinn"|"Quiz Host And Writer"|"Providence, Rhode Island"|7200|12200|13|3|2600|12200|7200
5257|7284|2016-04-21|"Andrew Pau game 5.WE ASKED: Designer Cynthia Rowley."|"Beth"|"Dunn"|"Product Demonstrator"|"Brooklyn, New York"|100|11400|15|1|5400|14200|100
5257|7284|2016-04-21|"Andrew Pau game 5.WE ASKED: Designer Cynthia Rowley."|"Andrew"|"Pau"|"An Assistant Professor"|"Amherst, Ohio"|12399|19000|25|3|7000|20400|12399
5258|7285|2016-04-22|"Andrew Pau game 6."|"Michael"|"Koh"|"Supervisory Analyst"|"Irvine, California"|20000|16000|22|3|7200|17000|20000
5258|7285|2016-04-22|"Andrew Pau game 6."|"Amy"|"Hart"|"Latent Print Examiner Originally"|"Chicago, Illinois"|250|9000|15|2|3400|9400|250
5258|7285|2016-04-22|"Andrew Pau game 6."|"Andrew"|"Pau"|"An Assistant Professor"|"Amherst, Ohio"|34001|16800|17|1|6000|17200|34001
5259|7286|2016-04-25|"Andrew Pau game 7. Buzzy Cohen game 1."|"Buzzy"|"Cohen"|"Music Executive"|"Los Angeles, California"|33601|20600|23|1|8600|28000|33601
5259|7286|2016-04-25|"Andrew Pau game 7. Buzzy Cohen game 1."|"Jeanne"|"Roper"|"Garden Designer"|"Blacksburg, Virginia"|27995|14000|16|0|4000|14000|27995
5259|7286|2016-04-25|"Andrew Pau game 7. Buzzy Cohen game 1."|"Andrew"|"Pau"|"An Assistant Professor"|"Amherst, Ohio"|28001|16800|19|0|6000|16800|28001
5260|880|1988-06-03|"Michael Rankins game 1."|"Tom"|"Hudak"|"Factory Worker"|"Hudson Falls, New York"|3199|7300|17|2|2100|7300|3199
5260|880|1988-06-03|"Michael Rankins game 1."|"Michael"|"Rankins"|"Customer Service Represenative"|"Rohnert Park, California"|11399|6300|20|3|3700|5700|11399
5260|880|1988-06-03|"Michael Rankins game 1."|"Jack"|"Koenig"|"An Actor And Househusband"|"New York City, New York"|10800|5700|14|1|2600|5400|10800
5261|7287|2016-04-26|"Buzzy Cohen game 2."|"Jerry"|"Vinokurov"|"Software Developer"|"Pittsburgh, Pennsylvania"|13999|11600|19|7|4800|16400|13999
5261|7287|2016-04-26|"Buzzy Cohen game 2."|"Stephanie"|"Hunt"|"Graduate Student"|"Highland Park, New Jersey"|9995|5000|11|2|3400|5000|9995
5261|7287|2016-04-26|"Buzzy Cohen game 2."|"Buzzy"|"Cohen"|"Music Executive"|"Los Angeles, California"|16401|7200|15|5|2600|9400|16401
5262|829|1988-03-24|""|"Ray"|"Hanks"|"JR., Stockbroker"|"San Antonio, Texas"|0|1000|4|1|200|1000|0
5262|829|1988-03-24|""|"Pat"|"O'connor"|"An Executive Assistant"|"Levittown, Pennsylvania"|16800|8400|23|4|3400|8800|16800
5262|829|1988-03-24|""|"Larry"|"Frantz"|"An Attorney"|"Peoria, Illinois"|16600|9400|25|2|3300|9600|16600
5263|7288|2016-04-27|"Buzzy Cohen game 3."|"Joe"|"Indiviglia"|"Real Estate Marketer"|"San Diego, California"|7995|4000|10|5|800|4000|7995
5263|7288|2016-04-27|"Buzzy Cohen game 3."|"Ellen"|"Plitt"|"An Emergency Room Nurse"|"ST. Louis, Missouri"|5399|9600|13|0|5200|9600|5399
5263|7288|2016-04-27|"Buzzy Cohen game 3."|"Buzzy"|"Cohen"|"Music Executive"|"Los Angeles, California"|8399|18600|25|4|6000|13800|8399
5264|7289|2016-04-28|"Buzzy Cohen game 4."|"Heather"|"Burnett"|"An Accountant"|"Orlando, Florida"|9400|9400|10|0|4200|9400|9400
5264|7289|2016-04-28|"Buzzy Cohen game 4."|"Ben"|"Rothenberg"|"Sportswriter"|"Washington, D.C."|7599|16800|22|2|3000|16000|7599
5264|7289|2016-04-28|"Buzzy Cohen game 4."|"Buzzy"|"Cohen"|"Music Executive"|"Los Angeles, California"|20200|10000|15|2|3600|12200|20200
5265|881|1988-06-06|"Michael Rankins game 2."|"Mark"|"Meyerson"|"Music Producer And Consultant"|"North Hollywood, California"|1500|6800|17|3|2100|5500|1500
5265|881|1988-06-06|"Michael Rankins game 2."|"Margaret"|"Bellisario"|"Technical Writer"|"Dallas, Texas"|1|4900|13|1|1900|4900|1
5265|881|1988-06-06|"Michael Rankins game 2."|"Michael"|"Rankins"|"Customer Service Represenative"|"Rohnert Park, California"|11600|8400|20|2|2800|8600|11600
5266|2079|1993-09-23|""|"Chuck"|"Geneslaw"|"Pediatrician"|"Toms River, New Jersey"|1|3100|11|2|2100|3100|1
5266|2079|1993-09-23|""|"Tim"|"Sheehan"|"Sales Rep"|"Exton, Pennsylvania"|0|5800|21|4|2600|5800|0
5266|2079|1993-09-23|""|"Dave"|"Osborne"|"Television Production Assistant"|"Chicago, Illinois"|1201|7200|19|3|600|6400|1201
5267|7290|2016-04-29|"Buzzy Cohen game 5."|"Tal"|"Nadan"|"Reference Archivist"|"The Bronx, New York"|6400|11400|12|0|2600|11400|6400
5267|7290|2016-04-29|"Buzzy Cohen game 5."|"Sanjiv"|"Sarwate"|"Trademark Attorney"|"Round Rock, Texas"|11401|5800|15|3|7000|5800|11401
5267|7290|2016-04-29|"Buzzy Cohen game 5."|"Buzzy"|"Cohen"|"Music Executive"|"Los Angeles, California"|22801|18800|25|6|3200|12800|22801
5268|1090|1989-05-05|""|"Michael"|"Konik"|"Writer"|"New York City, New York"|3401|5000|13|2|1600|4000|3401
5268|1090|1989-05-05|""|"Phil"|"Bergen"|"Librarian"|"Needham, Massachusetts"|8250|9300|23|2|1700|8500|8250
5268|1090|1989-05-05|""|"Bill"|"Schuler"|"Systems Administrator"|"San Francisco, California"|3400|1700|7|5|700|1700|3400
5269|7291|2016-05-02|"2016 Teachers Tournament quarterfinal game 1."|"Chris"|"Tempro"|"9th Grade Math Teacher"|"Allentown, Pennsylvania"|18401|17400|22|4|6000|12400|18401
5269|7291|2016-05-02|"2016 Teachers Tournament quarterfinal game 1."|"Dianne"|"Lee"|"4th Grade Language Arts Teacher"|"Savannah, Georgia"|100|4600|6|2|200|2600|100
5269|7291|2016-05-02|"2016 Teachers Tournament quarterfinal game 1."|"Lauren"|"Gilmore"|"High School History Teacher"|"Lake Wales, Florida"|11000|9200|17|3|4400|9200|11000
5270|7292|2016-05-03|"2016 Teachers Tournament quarterfinal game 2."|"Nicole"|"Throckmorton"|"An 11th Grade English And Creative Writing Teacher"|"Williamsburg, Virginia"|5000|9400|12|2|6000|10000|5000
5270|7292|2016-05-03|"2016 Teachers Tournament quarterfinal game 2."|"Jason"|"Sterlacci"|"6th Grade English Teacher"|"Somerset, New Jersey"|19000|20800|27|3|5600|20000|19000
5270|7292|2016-05-03|"2016 Teachers Tournament quarterfinal game 2."|"Greg"|"Greenzweig"|"High School Art Teacher"|"Pennsville, New Jersey"|0|6400|10|6|1600|6400|0
5271|2400|1995-01-27|""|"Dave"|"Sanders"|"Physician"|"Strathroy, Ontario Canada"|9601|7200|18|2|2300|7300|9601
5271|2400|1995-01-27|""|"Bruce"|"Marshall"|"An Astrologer"|"Cleveland Heights, Ohio"|7801|4400|15|5|1200|4800|7801
5271|2400|1995-01-27|""|"Claud"|"Argall"|"Financial Services Manager"|"Sparks, Nevada"|7799|4900|19|4|2100|3900|7799
5272|882|1988-06-07|"Michael Rankins game 3."|"Steve"|"Silva"|"An Aviation Student"|"San Diego, California"|100|5500|15|2|3200|4600|100
5272|882|1988-06-07|"Michael Rankins game 3."|"Bill"|"Henner"|"Commodities Trader"|"Chicago, Illinois"|350|4800|14|0|3200|4800|350
5272|882|1988-06-07|"Michael Rankins game 3."|"Michael"|"Rankins"|"Customer Service Represenative"|"Rohnert Park, California"|10200|10600|24|2|2000|11200|10200
5273|7293|2016-05-04|"2016 Teachers Tournament quarterfinal game 3."|"Ian"|"Miller"|"High School History, Government, And Economics Teacher"|"Woodland Hills, California"|0|5200|10|3|0|6400|0
5273|7293|2016-05-04|"2016 Teachers Tournament quarterfinal game 3."|"Hannah"|"Krug"|"High School Math And Physics Teacher"|"Laurel, Maryland"|1|7800|16|6|1400|6200|1
5273|7293|2016-05-04|"2016 Teachers Tournament quarterfinal game 3."|"Jill"|"Gilbert"|"Middle School English Teacher"|"Des Moines, Iowa"|14800|15000|20|1|6600|14800|14800
5274|7294|2016-05-05|"2016 Teachers Tournament quarterfinal game 4.WE ASKED: Eric Stonestreet of Modern Family."|"Terrie"|"Trebilcock"|"High School History And Economics Teacher"|"Glen Rock, Pennsylvania"|1300|7800|10|2|1000|7800|1300
5274|7294|2016-05-05|"2016 Teachers Tournament quarterfinal game 4.WE ASKED: Eric Stonestreet of Modern Family."|"Tenaya"|"Snider"|"10th Grade English Teacher"|"Tucson, Arizona"|600|5600|11|3|1200|5600|600
5274|7294|2016-05-05|"2016 Teachers Tournament quarterfinal game 4.WE ASKED: Eric Stonestreet of Modern Family."|"Peter"|"Buchholz"|"6th Grade U.S. History And Language Arts Teacher"|"Minneapolis, Minnesota"|17000|22200|27|4|5400|17000|17000
5275|7295|2016-05-06|"2016 Teachers Tournament quarterfinal game 5."|"Bill"|"Knuth"|"High School Special Education Teacher"|"East Lansing, Michigan"|9999|14000|17|4|1200|13600|9999
5275|7295|2016-05-06|"2016 Teachers Tournament quarterfinal game 5."|"Cory"|"Harris"|"High School English Teacher"|"Mystic, Connecticut"|16798|11400|21|6|4600|8400|16798
5275|7295|2016-05-06|"2016 Teachers Tournament quarterfinal game 5."|"Kaberi"|"Chakrabarty"|"An Elementary Bilingual Teacher"|"Joliet, Illinois"|11600|8200|11|2|4600|8600|11600
5276|7296|2016-05-09|"2016 Teachers Tournament semifinal game 1. From DAR Constitution Hall in Washington, D.C."|"Nicole"|"Throckmorton"|"An 11th Grade English And Creative Writing Teacher"|"Williamsburg, Virginia"|18800|9400|17|2|5800|9400|18800
5276|7296|2016-05-09|"2016 Teachers Tournament semifinal game 1. From DAR Constitution Hall in Washington, D.C."|"Kaberi"|"Chakrabarty"|"An Elementary Bilingual Teacher"|"Joliet, Illinois"|31201|15400|13|0|1000|26600|31201
5276|7296|2016-05-09|"2016 Teachers Tournament semifinal game 1. From DAR Constitution Hall in Washington, D.C."|"Peter"|"Buchholz"|"6th Grade U.S. History And Language Arts Teacher"|"Minneapolis, Minnesota"|23100|15600|23|2|8400|15600|23100
5277|2612|1996-01-02|""|"Peter"|"Knopp"|"Research And Development Technician"|"Minneapolis, Minnesota"|2800|6100|18|3|3100|4100|2800
5277|2612|1996-01-02|""|"Gareth"|"Jones"|"Real Estate Appraiser"|"Visalia, California"|5199|6700|18|1|1300|6700|5199
5277|2612|1996-01-02|""|"Rima"|"Rozen"|"Professor"|"Montreal, Canada"|100|3700|17|5|3300|2700|100
5278|7297|2016-05-10|"2016 Teachers Tournament semifinal game 2. From DAR Constitution Hall in Washington, D.C."|"Bill"|"Knuth"|"High School Special Education Teacher"|"East Lansing, Michigan"|4800|2400|10|4|0|2400|4800
5278|7297|2016-05-10|"2016 Teachers Tournament semifinal game 2. From DAR Constitution Hall in Washington, D.C."|"Jill"|"Gilbert"|"Middle School English Teacher"|"Des Moines, Iowa"|19801|15400|18|2|6600|15400|19801
5278|7297|2016-05-10|"2016 Teachers Tournament semifinal game 2. From DAR Constitution Hall in Washington, D.C."|"Chris"|"Tempro"|"9th Grade Math Teacher"|"Allentown, Pennsylvania"|19800|9000|19|5|4300|9900|19800
5279|884|1988-06-09|"Michael Rankins game 5."|"Richard"|"Fond"|"An Attorney"|"Los Angeles, California"|6950|3500|15|4|2100|3500|6950
5279|884|1988-06-09|"Michael Rankins game 5."|"Kristie"|"Ackerman"|"Copy Editor Originally"|"Tokyo, Japan"|1900|2000|9|2|800|1900|1900
5279|884|1988-06-09|"Michael Rankins game 5."|"Michael"|"Rankins"|"Customer Service Represenative"|"Rohnert Park, California"|7099|9700|25|4|3700|10100|7099
5280|7298|2016-05-11|"2016 Teachers Tournament semifinal game 3. From DAR Constitution Hall in Washington, D.C."|"Lauren"|"Gilmore"|"High School History Teacher"|"Lake Wales, Florida"|6000|6600|11|1|1400|6000|6000
5280|7298|2016-05-11|"2016 Teachers Tournament semifinal game 3. From DAR Constitution Hall in Washington, D.C."|"Cory"|"Harris"|"High School English Teacher"|"Mystic, Connecticut"|1575|9600|16|3|6600|1700|1575
5280|7298|2016-05-11|"2016 Teachers Tournament semifinal game 3. From DAR Constitution Hall in Washington, D.C."|"Jason"|"Sterlacci"|"6th Grade English Teacher"|"Somerset, New Jersey"|16200|16200|23|2|6200|16200|16200
5281|885|1988-06-10|"Stephen Lebowitz game 1."|"Rick"|"Kitchen"|"Computer Systems Analyst"|"Torrance, California"|13999|7000|21|2|3000|8000|13999
5281|885|1988-06-10|"Stephen Lebowitz game 1."|"Stephen"|"Lebowitz"|"Physician"|"Los Angeles, California"|16700|10200|24|2|4100|10700|16700
5281|885|1988-06-10|"Stephen Lebowitz game 1."|"Greg"|"Mcintosh"|"An Engineer"|"Hermosa Beach, California"|2|2300|11|3|1500|1000|2
5282|7299|2016-05-12|"2016 Teachers Tournament final game 1. From DAR Constitution Hall in Washington, D.C."|"Jason"|"Sterlacci"|"6th Grade English Teacher"|"Somerset, New Jersey"|22601|18000|21|2|6400|19800|22601
5282|7299|2016-05-12|"2016 Teachers Tournament final game 1. From DAR Constitution Hall in Washington, D.C."|"Jill"|"Gilbert"|"Middle School English Teacher"|"Des Moines, Iowa"|10000|12000|17|2|6700|11300|10000
5282|7299|2016-05-12|"2016 Teachers Tournament final game 1. From DAR Constitution Hall in Washington, D.C."|"Kaberi"|"Chakrabarty"|"An Elementary Bilingual Teacher"|"Joliet, Illinois"|4600|9600|12|2|4000|9600|4600
5284|7301|2016-05-16|"2016 Power Players Week game 1. From DAR Constitution Hall in Washington, D.C."|"Jon"|"Franzen"|"Best-Selling Author"|"Purity And The Corrections"|1599|14200|17|2|5000|14800|1599
5284|7301|2016-05-16|"2016 Power Players Week game 1. From DAR Constitution Hall in Washington, D.C."|"S.E."|"Cupp"|"Political Commentator"|"Cnn, New York Daily News, And Glamour"|10000|13000|19|1|5200|13200|10000
5284|7301|2016-05-16|"2016 Power Players Week game 1. From DAR Constitution Hall in Washington, D.C."|"Chuck"|"Todd"|"Political Director And Host"|"Nbc News And Nbc's Meet The Press"|0|12200|15|2|2600|12200|0
5285|886|1988-06-13|"Stephen Lebowitz game 2."|"John"|"Chivers"|"Systems Analyst"|"Fremont, California"|1|5600|19|1|4300|5700|1
5285|886|1988-06-13|"Stephen Lebowitz game 2."|"Tom"|"Straczynski"|"Teacher"|"Bayside, New York"|2800|5800|15|1|800|7200|2800
5285|886|1988-06-13|"Stephen Lebowitz game 2."|"Stephen"|"Lebowitz"|"Physician"|"Los Angeles, California"|15900|6800|16|0|2400|8900|15900
5286|7302|2016-05-17|"2016 Power Players Week game 2. From DAR Constitution Hall in Washington, D.C."|"Michael"|"Steele"|"Political Analyst And Host"|"Msnbc And Steele & Ungar"|1000|1600|3|0|1600|1000|1000
5286|7302|2016-05-17|"2016 Power Players Week game 2. From DAR Constitution Hall in Washington, D.C."|"Lara"|"Logan"|"Correspondent"|"60 Minutes On Cbs"|9800|6800|9|3|1200|5800|9800
5286|7302|2016-05-17|"2016 Power Players Week game 2. From DAR Constitution Hall in Washington, D.C."|"Anderson"|"Cooper"|"Host"|"Ac360°"|7998|6000|12|4|2600|4000|7998
5287|7303|2016-05-18|"2016 Power Players Week game 3. From DAR Constitution Hall in Washington, D.C."|"Jonathan"|"Capehart"|"Journalist"|"The Washington Post"|14800|8400|15|5|1200|8800|14800
5287|7303|2016-05-18|"2016 Power Players Week game 3. From DAR Constitution Hall in Washington, D.C."|"Kate"|"Bolduan"|"Co-Host"|"Cnn's At This Hour"|200|5200|12|3|4000|5200|200
5287|7303|2016-05-18|"2016 Power Players Week game 3. From DAR Constitution Hall in Washington, D.C."|"Louie"|"C.K."|"Comedian, Actor, Director, Writer, And Producer"|"Louie And Horace And Pete"|18399|14600|16|2|3800|18000|18399
5288|887|1988-06-14|"Stephen Lebowitz game 3."|"Charles"|"Mcbride"|"Front Office Manager"|"Scottsdale, Arizona"|8000|4400|10|2|1000|4400|8000
5288|887|1988-06-14|"Stephen Lebowitz game 3."|"Keith"|"Richards"|"An Operations Manager Originally"|"Wheeling, West Virginia"|8850|9100|23|1|4500|9700|8850
5288|887|1988-06-14|"Stephen Lebowitz game 3."|"Stephen"|"Lebowitz"|"Physician"|"Los Angeles, California"|18200|7800|20|2|2800|9200|18200
5289|7304|2016-05-19|"2016 Power Players Week game 4. From DAR Constitution Hall in Washington, D.C."|"Sunny"|"Hostin"|"Senior Legal Correspondent And Analyst"|"Abc News"|0|5000|6|0|2200|5000|0
5289|7304|2016-05-19|"2016 Power Players Week game 4. From DAR Constitution Hall in Washington, D.C."|"Ana"|"Navarro"|"Republican Commentator"|"Cnn, Abc News, And Telemundo"|11000|8600|12|2|3800|9800|11000
